source,title,link,published,Sentiment
Google News,A cluster of ominous stock-market signals hints at a rocky year ahead for investors - MarketWatch,https://news.google.com/rss/articles/CBMiygNBVV95cUxPejZQTU9rSWZIUm5HTzhwM0F4bkJXSkhycFJDb2wwT0Jsa1Vla2Jmbmd2RERkaVVzTGJrZ0VBamVySDRhU095UDhxbHljQ2kwc05Yc0JJY2twY2RpaURtTVVtc2dNZE1CSmhPcTdHdUExRFZJUGNhTE1kSUhHMFE0MkhmTTVYME1taXk0TnBDeFBrdllHQmRLWU5RaVI2V254ZjlJU1A3VmVFM2NJckpycF95b2FwUWJUTXhoUlg4NWwzYkZ3Ql9VNmxFYmIxVV9xY0dpcER0ZHZFN1Zzc2c4UnBRS2ZRX2hsMG1nSzVHd3Q0RGoyV0I5eVlBcFJ1RnQ3QkV5aDRwcEkyZlFWMGZlMTB0bzBieThRaGJqa0FTWGZsMGJYRFpMWlJOMldiYUt0LXJ3bmpkVUdYakI3OXZ2Ykd1eURVeGdmY2s5TjJGMVBvVWFHM1ZQUDNBWVNaMTQydXJTTkxzNGp5cVlFanc0WEZzdVJsX3NqSWdGOGRpZkZUOXJQWThjV0d5Z2s1SHp5RWtCcjN5NnpHVGx5VnBaZWN6Z2hzOXA1ZlU0TVpYZDU3X3FVU0ZPMHliVnJVeml6TVNzX2VzdEUzQQ?oc=5,2025-11-05 22:28:00,Negative
Google News,"Stock market today: Dow, S&P 500, Nasdaq slide as tech hit on AI valuation fears, bitcoin dips below $100K - Yahoo Finance",https://news.google.com/rss/articles/CBMi5gFBVV95cUxQRkJaLW55dFZSeS1jMURCV0FRdjhUOTgwOWtSRnIxdmo4SXdONjQwemZEU2JiYmVUSWFnaXlHUEFKajVxZE9Za0VWTlFUbG9OMWRRSVpLTmZHNGpLY1VsbjNlMmNGZXRwVlpiVzg5djhPcmtLRV9NMHdzNHk2ODFlSDlLT3B2YjM5b2pSLWZuSWhhYUNNd0lKb0s4QUVZSUM0eVd1REx2OS1Sd0pPZkprOEhLWTF6UVoxOXozUHdhNHV5UXRKdVNGa0tBZkZrSFdESTB1MEp4dk50N0ZSbjlobXZCQ0lSdw?oc=5,2025-11-04 21:01:56,Negative
Google News,November Is The Best Month — And 5 Stocks Are Already On Fire - Investor's Business Daily,https://news.google.com/rss/articles/CBMivwFBVV95cUxNYWNuU2xZUExnWW1IOVhHcGx6TzEwUFNUR19lNGppZ1pSMWxWUjgzbEtlcnA1Y0Y4STdEemRoOEZzOFFVTU1wZldoeVE3blVYQ2dBOGMxMEZkRE1uLWduT2VNNWxYOVdDU2JCN09md2NubkdXeWFER0pGM3NCb2FPbk1yNm01WG9IbHU5ZHRrM1ZsNlp6a1hPZGpGeTdMR1pia3BsTHVjRDRGeWRHM2duQlZKTEhJTGJ3Z0lFbDNoVQ?oc=5,2025-11-06 13:00:00,Positive
Google News,Warning Signs of Euphoria Keep Piling Up in the Stock Market - Bloomberg.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxPYkxGSHVraWJHeVF5MTM2WWdHTk82d1djRFNRMUltYll4UDZsVTlRcDJHbWkwM0JWUGVvUjdoVDdjUkFfZUlxXzUzLVFzTkxHLUVWNzNMdEhIWWdkZVFZcDNHTnphZHRPTnVldkNQWTMzOFN2XzBSN0JwLWxUMk9hUUNLZDBJVGZlM1dkRm1KT3BqMUdtU21LbWJ1Zkt3akJpNTRlWjlSSXJQajREd3hJeC0wdTA?oc=5,2025-11-06 16:44:09,Positive
Google News,Jim Cramer's top 10 things to watch in the stock market Thursday - CNBC,https://news.google.com/rss/articles/CBMiogFBVV95cUxPd0dVSzRSYTUtRDFMcmFfdmU1R2hWNmg1ekhZTG9CbGVLMjRqMy1kRGg5TkswekRpWnZwV2tkcEhMTDVEVEJtOWV6ZFdxeWl4VFRGNFhXR1FlUVRIWUthRWotLVVKWnBqZkIyZWw0T295WkstTXJzQjBncm5zcXpIN3I5engyU0lqcWlWQm5sV0dkX1RSbW9Tcm5oZ0NSY0dxRFE?oc=5,2025-11-06 14:01:05,Positive
Google News,Measure to allow investment of WA Cares tax dollars in stock market on track for approval - Washington State Standard,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQbVpPcHFWUl9qbFJrQnp1Q3FkNk9vWDBpMWw4Qzc3MER4Y2x1QlNCWTd2ck9qX1dZYXNZUm1IRDRfLS13bG96RUR0a0pKNzgzbmJpQ29WU2E4bFRhcW1nQW1jOEtCNG5NeC1sbF9NTkdFdXZ2eVN3RjBXcEtPaF9mYmt4ZkNlV3QxejJaUzZyNnhBWHdYeTUxelYzUnJQT3k4Wi0zeGMtOUhVMmRnMGxUS19YYVdOb05DRTNTOEozek9IQjhfMGljV3F4dkpCX05iM01B?oc=5,2025-11-05 05:49:16,Positive
Google News,"Stock Market News for Nov 6, 2025 - Yahoo Finance",https://news.google.com/rss/articles/CBMieEFVX3lxTFBGNjNFSV82TkNqR2hMYzRVaHZXM0hCZEVoVFdGMkNXOTZENEZTRHJpbEJKS1liaHk2dXlwbU83cldOLUpKeWlCQzhaZWJSbkx1RU15dC01emNCZ2RaOHRJWldJN2NkNUx3dGlaeEhQbjFqa0FWM0c5Sw?oc=5,2025-11-06 09:45:00,Neutral
Google News,"Stocks close lower hit by AI valuation concerns, Nasdaq drops 2% after Palantir earnings - CNBC",https://news.google.com/rss/articles/CBMid0FVX3lxTE5nOHA5QzZJTWxDRkZIRW5uZzZhb2F5T3FORW41dHREdzVyVk44aTI0X042MTFlclNGaVNIc011QU9RMWJFczE0YmVwZWxmVXpzY1gtUXJ5R1k1eGRQRGhMa29kSFhQOGpHYUYzaVNneHdOUEhOMng40gF8QVVfeXFMTWZYeWtFbU5XMDAwRTdDV0RPRlB2VjZ2R051ZE5FbEhLaTVCU3BGYWI4QURGTjBwWmtlZTdxUGR3RmRTZ1JyMVFORzE1cGdSa1hzMHczZXhHSkJtbDNaQllsSjk1Z3VWMTQ0ekloRXJNRW1TUWU1QjhNamROWQ?oc=5,2025-11-04 21:20:00,Negative
Google News,"Dow closes up 200 points after Supreme Court probes Trump tariff argument, AMD sparks AI rebound - CNBC",https://news.google.com/rss/articles/CBMid0FVX3lxTE9yTDluOHI0dzktTG4tdVVXTV8zeWYyVFBZanlQWEhFWmwtdmJaX1ltRy1XU1hJbUwzOGJkVklfR3gtSy1WLWw1UWx0ZUgtcWU2STcxOGpFWFNCdUx1Y3FvUm54T3RJdGh4aFVCOW5MRFhLQTRyM25v0gF8QVVfeXFMUHJWWWgxNXRyajdCQ2FKcnk1N0FDM3pxY1JMMjlDVDNleUFsNFplNXFRbTNSdTRRenZkd01sT3loRk5oUkFqOUs5RU1TSTJaM2VaT2JnUmZUV2c1d0hQSjZxZjZjVWJZTkg2cllBWkxOenNWcXFGU0V2Y0lscA?oc=5,2025-11-04 23:06:25,Positive
Google News,Stock Market Unfazed by Supreme Court Hearing on Trump Tariffs. It Should Be. - Barron's,https://news.google.com/rss/articles/CBMijwNBVV95cUxPRU5leGFSbDhjbjlpT2gtenc4RjZ1V19vNWJLY1Q0SlpGbm5IcG1nUkFfUjRrMHBBM2NfWWFVTjY4UktreTRSQy00WXNZMkRuSzNrTVBELURiUTZqaWhDRVNsMzBHb2hfYWx5SFhpSGxwTVJfODRlSkU4THFkTXY2dUNDSVgtX2dTQ1dJZ1gtSUVreUc3eWxxaUtnS3Z5UW5HaHJZcmdlWktMOTZnNlhzeWVBMGNCc3pVMlhETXQ5ODh2QWVpNnhDSERzZ0x0TDVDQjY1MUVVOHpvRTJjdFRoMFVWQWU5Vjc3a1lla2czVWVSaXpmRHNoT2RObmZFODZEQVR3Y3hIX08xblc1YjZLb05kR0xhQWYycmpDZll0U3k4dmFqZk83aWpUS1JUUFpBbUUtYW1VVnpac2xHWGstUlpicGI1REl1eHZON1hZMnFPVy05X09mMzB0U1pOZUkzMl9wMi0tQ3V6bW9yanI1OFVOQ044M3JXRWdNUVpzR0c5aG0yS2NoSEZPUVJ3aXc?oc=5,2025-11-06 13:46:44,Positive
Google News,"Stock Market News, Nov. 4, 2025: Nasdaq Drops in Tech-Led Selloff - The Wall Street Journal",https://news.google.com/rss/articles/CBMijANBVV95cUxPaTkwUWQyQXFQVE96bjJOcFphZFVXRTZGejRUeXFpd2FEb0FBa214SXdRd1ZmeHZxQTRRTkxVcWlrU1BSVEE5MnV6dDBWeWdMMFViMFVWSl9BTGpSSWU3RmJ2ZW9CaFVlR0tHVVFBeEthUTNwM3FmLWU5RGNpdUs3SWtkNVpmdFdnY3ljZmoxcmFybUNNLW95MFZSbXpndERBUXZyemxnMVh4UDZCNjE2Y2ZCTFFjUkUtbDVZWmdra19kUVhFUml1TzBJU0FEbFVYNkc5dFVHdURqNHlaXzQ2V0Zic3B5VHM4ZXVLaXRQRU9RR2JGNXJNR2ZNbnMxdHZDSkdzNVhYTXkwVDgzR0ZINHVVOFdsakt4NEdCRkwzSmxnVjFqdVZ2NUR6b1ZDVHNQMnVVTGp4dlVxQjBIQ3F5VEh4eGdSYkp2RXpDSmNVYURRRFpTMkpScE1XSjB4WFhXVkF5c091N1NXNGNBckdkTkd2T1EtU25tZEJYVlR6VzlVYkMwTlBxTGp1dHg?oc=5,2025-11-05 04:27:00,Neutral
Google News,Philippine Bourse Chief Slams ‘Doomsayers’ for Amplifying Stock Market Pessimism - Bloomberg.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNSnBRdnp6LTBfeWhKYzl0WmNrWWtsUzdSWGZZaUtXaHBSQnMwVTlTeWtFemxpbm5JM2kyOHN0UVc5NGZYZTdVelAwX2pxT1VZdWtoQnVWLVhDdlI2ZzNVbElCMzEwRUFFa25DVmF5emFCTkNDY3VpU0s1djJONXZZdFFFbnh3QldWd3dFdEVMWDZ6T1pKREI3TEdhd0Q5Z2dWTUljQzkwblhXQnJOaHNjakY2ZEx4X2NjUHJ2RnpOZ0xnSFdzWTBqNw?oc=5,2025-11-07 05:01:00,Negative
Google News,"Warren Buffett Keeps Selling Stocks, Builds Record $381 Billion Cash Stash. Is a Market Crash Imminent? - Yahoo Finance",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPbko5amNpZEhEdlpWWEwzemFfTG1MWGdQdnVtVl82UzR2b1VNSTFpZGItRlBPQUFLWTFWZnZINFhYT0l5TEwyTG83bGh4OF84c093X3BKNXlmdE90dVNQODFpampUaHVXUGUxZmR3dEh6OEFmMjEzTEdQQ1lUX3AtT0R0SThBaVJp?oc=5,2025-11-06 14:45:53,Negative
Google News,Stock Market Today: Dow Jumps 225 Points On Surprise Jobs Data; AMD Reverses Higher (Live Coverage) - Investor's Business Daily,https://news.google.com/rss/articles/CBMiowFBVV95cUxPVko1Z0dPTmpLUEJ4Nkw1UUcxWWhsZFhmN08waDJEWVFYaGxVVmdheVM3LVBfa2JYdm5jYUhvTG5INXlNYWR1dG5Ka21lLVNON2dwZDNVMDZSazZzM05BWXVTYzVsVUxBdnZHa1BYeXRaWUNac0VDMVRFRmhjbjcyLW5pYlpzUUR0eDFKeDE2VGw4Z1FabnRvX01GdFN4U0dfbzRr?oc=5,2025-11-05 21:25:00,Positive
Google News,"Stock market today: Dow, S&P 500, Nasdaq falter amid worries over frothy valuations - Yahoo Finance",https://news.google.com/rss/articles/CBMiygFBVV95cUxNeGpKdWdtTHhmTktPY2dEcGZJMHp4XzNXal9Ia3BrUWlXaWVPOGxDSmZaTlliRVZ0cVZVOHVwZXNlbHZvNTg3VUxlYnhOdkRVWUl1dE9BaS0xZGNGSUI1bWpNdS1ObXliYVVwU0x2TmY2UWxLdDF3RFZ0Y2syZktCMDBQY05ROVBCVEZadnNwc2VEMTU4MWt0MVZfR213SlB4U2lvUElzMm5NYTZLNGFhazEtNG9KYVdodTQxQ21KSzZYZllHcnlhdE5B?oc=5,2025-11-04 16:55:36,Negative
Google News,"Stock Market News, Nov. 6, 2025: Nasdaq Leads Stocks Lower as AI Jitters Return - The Wall Street Journal",https://news.google.com/rss/articles/CBMijANBVV95cUxPVHNyY3JFbHlubFRaQU4zWlpKVGZfRDdndEFLZ1hLbHEyNVZPRklPTFROSFNJZFZDRDI3eTRydG93bE12Qi1XaURTM3JlLUhyZHd1MVA5Q2Z6emlGejYyTERVdHpMM2NScFE1djZpcDhQcUxUMHFtcFd2a3dVN2h6OENXTGRnbTNoRmdnNUhpYlR1VGlZM01GYXdkMkJSa1luVUpWNE5VckNaeXZqN05WWlpqLXFRMjJXc01maXdteERJNUFtaG5HMGdzbzV0OVdpR0JDc3VYcHNXNXZ2UEE5cGVrRnQ0NFFsTGxZRUVDZE45NGU1dW8zTnBKbGdZaktGaUNHRnRwR1BnLVJfX2N3LWxabTNUcFQ1ZlVteG9WU0NDWm14N09SbldqQVlxSUI0Qk1GNDljSUJPYUdNZ2EzbHh2MW9INnJWQnIwMWQwNmliOGdrRTdIaXZHV3Z4bjNCRDMtZVNoZ05EM0FvOW16Mi02OHlYd3VzbXRhZ00xcnlMOVNPMEljVDF2YlI?oc=5,2025-11-07 04:25:00,Negative
Google News,"Tariffs in doubt, Musk's pay plan, shutdown flight reductions and more in Morning Squawk - CNBC",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPcVZzbUJFXzJGaHRsV2t5Z2hDclB1NFJHZFJQMGtGYzhYZFA3RTg2TDlSSE9zMFIyMVc0RWgzWnNRT3dtbXk4SVhISjBXQ29tUFNJQzBtaVdPaFBtMXlXc1hnbUJrVWFVdmpZVnBDcHhhbkJvTzZnckdSVTMxYVh6ZTFKd3NPa0hIUDNJ0gGQAUFVX3lxTE1JMDRmUjYzSGsyd2hGSERvYVViYmY1VFRxSEpIclcwNGMtNVBWTjcxZUZxSW1zNkNHcVhrQi1FTktVRUQ1R3ZFT0RSN2xJYm5tSDFrUW9Sa0NjdGpWYmdmZlZOWHNPclROcS1VRVNiR1J2VExXYWRob0ZJV1VWVlVMVTI4LUl6WkFQWXFjSk5sVQ?oc=5,2025-11-06 13:03:31,Negative
Google News,"The Stock Market Is Headed for a Fall, Bank Bosses Say. They May Be Right. - Barron's",https://news.google.com/rss/articles/CBMingNBVV95cUxPZG5mOHBSOTdSLW9JVk5pMUpFTVZldTRIWVN3dWwtVEtvdUV1Z09IWmNPZ19TSDZVVlFLYllscHFnWGNWQ3ZwbjYzVEZ3NndsYUJHRVozS18zSlJmeTBtdTVMSzBFdzBGUWdtWFpjeGU3V2FXZGVZTlFZMk1EOERuelotYXRiNDVnTWZGcnBQTVpDdEJULU1WS2M5TzNuMTZpbGVKdXIwRjZPdElROTJ4S1g4bmZEcVl5YmpQRkRiSU5HQjhWOEJEYm1PaTlBM19ncHZwVHpQSmNienQxc0JqQjdJQTI4TUxtN0p1YmJtMHd0Nm03YnJXc2swTVQtYS0tLWtBWTFIWXg5ZnhQNjhmX0VSRGRtTUNNUmttd3hoczVrWnNkdWZtak1vQkVxcG43YlRWMk00YXNLLTF3ZUp1VmY4dVNaaDhGOVIzVGlESWlFa0MzcWRSZ1JGNkM2VTNYa2xNZmNHdmp5VWJ0cndfVmR0WHk5TDlYemRPRnJkOGpBUFVwMkVoT2JkMmZEUzBPZFZoUnZLdUxaRm9XN1E?oc=5,2025-11-04 16:46:00,Neutral
Google News,Lower Open Called For Thai Stock Market - Nasdaq,https://news.google.com/rss/articles/CBMieEFVX3lxTE84ZG9CQk1pVHlJZ3RySE5rLWlaUkNJMVlibWZwX09Kdm8wQjJYUmZFbnFCRFA3a2c0QU9VVHhFbzEwQWIyNGpGR0Z6THpwQnVLWWVjb0V6MnUtbVFQUmpxeXJmYnhGYXJlazNlNXNPNGhtQUJxZ1FIaQ?oc=5,2025-11-07 02:00:00,Negative
Google News,OpenAI Funding Questions Put Stress on Stock Market’s AI Rally - Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxOWV91aVlHMTktNW93cllneF9EajlfaW5ucVJ2Q2dZSHgwTFRvamt6Vi1LeEQ0WjEwSXJubVI0WVplMVZZcFE4MzllNTJZVjJlR0hxTU9yaXdqeU1lU3FSWkZYRWQzYmYyNUNCUERNeTNqLUI1STJDR1U5X21kZ0VTQnVySkhRWEtyWDNwM1hqblRHVldYWVYtazVqSUNhZFB1MFh6am5DeUdNUXFXNVJkV1duUQ?oc=5,2025-11-06 23:00:39,Negative
Google News,"Stock market today: Dow, S&P 500, Nasdaq push higher after sell-off and ADP jobs report returns to growth - Yahoo Finance",https://news.google.com/rss/articles/CBMixwFBVV95cUxPTno0VXZJRG5VdVNjV3JmZktHY0ZWaUZnNlpDNnhHbGF2UUZCaVpkc0N0dkNZdTBOV2NudjRCWTNXOUREdXM0MF9yQVg3U0d2eFFoSnZabFg1c0N3Xy11NjFIVENqM0dUWTdhOWIwSmRweFN5N3J3VGFralgtWVJjdHRtMTdWVEF6VEdFR3ExSGRDRVMxcGVTY3AxXzJzT1gwSDRYNXNVenBmbDJMWmk2T3U2R3BWMnpmSDJOeU9TbXhvVEx1TDRV?oc=5,2025-11-05 16:30:36,Positive
Google News,The worst October layoffs data in 22 years is spearheading more losses in stocks - Business Insider,https://news.google.com/rss/articles/CBMiogFBVV95cUxONGRyRTByZE03QkF5YmFYSzJGWHkyYlR2SHNSYVdKblRjYWVnSmR0N1hlMVB1QW5kdC1PLXhZd2RmeUhfSXlmbDFwMm5rQ21tUXVQRWFDdEhEazBLQU14VzBUSUJZUGJ1QThkaEE3cGs0Z0EyOGNaQ0xIdm1SRjhTdFRKR1BoLUY3aFJIWVFXOGRISmJvUWdNbUpac29FT2ZyZ0E?oc=5,2025-11-06 21:04:00,Negative
Google News,"Stock market today: Dow, S&P 500, Nasdaq rise as tech rebounds, Supreme Court questions Trump tariffs - Yahoo Finance",https://news.google.com/rss/articles/CBMi5wFBVV95cUxQNEF2T2JiUWVkckNiVGd5UkMyWnhoTGNmWG5jNzlabnZkYVhpWWtKR3hMNEdnR29YM0JHMUdka1lUSEwwdXhJWENlMG5qV01iLXY3cWN0Y1cxZTVmc0tKNThGUXhMb2FIblpKZHIyRnV1YW9KcGxzakNZX1NpUXhLR0hSYTl6ME9qYk9ZbDZMckVnaVN4eHlaUzY3NGpMLUZkQ2w0cFJDUTlrTmdYSV90eTY2cjlnZHJSRUpZWGxEaFBjUEpfdF9CS3J4aG5FYzFZdkk4YlZmUl9BaUIzT0otX2FNQlBTX2s?oc=5,2025-11-05 21:00:34,Positive
Google News,Financials top pick as foreigners return to India's share market - Reuters,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQTmIzNzlKU1BZMkVqOFh1M2V0Q21tNDZPYllLTmprVlBhMnhPcDI4b2lEV1VIRmxmOVFjMWhwWENpZVM1bnJ5d3ZjUndOUnhtUUJzcjNKQmkxSUtvN1M3cDdraFVPb3JkSVpDSl90OU9SVWt3WWRvaHRPN21xS3ptM2JrZmFrWk1Vd1hBNU1YTVdpb3V2UFZ0X0tUYzB0WkhIQnB5RkUyVjg?oc=5,2025-11-07 06:59:00,Positive
Google News,"Stock market today: Dow, S&P 500, Nasdaq futures steady after sell-off as ADP jobs report returns to growth - Yahoo Finance",https://news.google.com/rss/articles/CBMi6gFBVV95cUxNUzhQV2NESVkyVlhYRl9RcmE0VEpoMXE5Y3hBbnZZd29hNG9QbFF5T3pqckRleEx3NUo4blAyVWUyRTR4MEtBdVJrNEhwT3B5SlZDWjhHUmhTT1Jmc3JuS1FlbVFrRklaeEY4dnlPdjhnbVN3dHZ0eEhhbVUzWjJXNVVZX0NISjVrdkRvV0Q2cndPRmZud3ZvXzZEaGhWd0NPUmhZNGZjWTh0cjBrLTZ4dzU1YmxCRDFOZEtBSDVweHdJYWpwaFNTZ2hsSUU1ZG9EZ3F4M2kwWVNxLVZReTJlNjRYZzU5T2FVRFE?oc=5,2025-11-05 13:57:33,Positive
Google News,Stock Market Live November 6: S&P 500 (VOO) Still Rising in the Face of Heavy U.S. Job Losses - 24/7 Wall St.,https://news.google.com/rss/articles/CBMizAFBVV95cUxOOU0tUGFPaTJWbGV6QzRSWFpyQnFraTE3aml1emZTa3pjaW0tWkJiOExEbHc4Z3lrdWt1MzMxM2dQQTZmWFpwSEVxcUJlZnpiamNaRGw5VUE3dmhSdzE4bVN3Qzh0eDhZMEJhOGNJOUkyQVRNMzJXSy1aU0ZVcTdnM2pmZG1ueUIzaVNTby1LbVdPOEZ6SzNVZ29FbHBQLXNGdGx6Y2g2Y25FR1dabmlwc3lrVXNrQmp6UFk5ank5RHRlZmo1MUt1dFNGc0o?oc=5,2025-11-06 16:30:00,Negative
Google News,Why is the Stock Market Down Today? - TipRanks,https://news.google.com/rss/articles/CBMickFVX3lxTE5jUFV3Tl85UzVZUDhnbHdFVXFSTVExZElUZGVjVnE0VXFKYUlETDR4SkxEeUk3cG4yaW5oWlBXdUJobzVuVUxSMW1sX29XQWZLMFNhc1J3Tnk0ZW9LdkhYdVhPeHlRRFlVTFpxTzN3UmFjZw?oc=5,2025-11-06 16:03:59,Neutral
Google News,Heard on the Street Thursday Recap: More AI Jitters - The Wall Street Journal,https://news.google.com/rss/articles/CBMi8wNBVV95cUxOX2p4bGFGNExjYXBNekc3dHQ5OHB2QV8tbUlJZEFwLVhQTkk0bW96SVA5WXF1OEdBWEpmS3BUTzNLWDZ6Mm9uUE10Ym9xYjRPY0dyRC1qYS1NOW0zLTRIVVBkS29mdHNBWVI4dmJYLWFXNHdEeC1oaExHeG81M0hmN3lXd01mcmZmeTNSVUxqaElCdFpLN0VBWUFEdlU5bG9iN2VpVzJXYklVVGlIQ0pOLVJ1bmxKd2Nyd0cxaG9BUGtLN2RsRlhCQnZsQzB6WmtNeVBoRTN1NmwzLUVuaF9Cdks4d01Kb1hSb0YtbWp4YjhXbFRiZ2phR1BWZjVsUGY3OUxsLTZzUm5EUm5tejVhWEV0ZHpPdHpNcUl5R3lmZkNIZHplT0xLcTdEeG00akdVQ0I5aDdIeUZsMm5CdzRQWWREN1Mxbk5DMXhJUUNPWDhrZWJNeFVSTmhIdmJjcmczQUhMVldVTzNsRWhlLUx3cmMyY180NUNzclZPemJqZmduZFpKVFBfSUwtVmhyWTJSY0ppdG5zcmpCRjg2Q05SeDVJSXR2R29DbTdVblA2dmU0UlVRVXZucUM1aXd3a1hBTkVhSGpfLWtWU0h5T1g0MFUzVk1WWFJoRVRjYm9DSnBfUWdxRENLMThDdzhJQWNBdjVR?oc=5,2025-11-07 08:43:00,Neutral
Google News,"Stock market today: Dow, S&P 500, Nasdaq futures sink as worries about frothy valuations run high - Yahoo Finance",https://news.google.com/rss/articles/CBMi5gFBVV95cUxNb3pkYnpHb0dVNGJkWnJUZnhvYlRmX0I4VVVrR21sSTZTTVE4NzdiVHpXUDdPTG5FMVNiajhibGxwbVZqLXkzeHFmRW4zeC02VkoyVjVzRFhXLVFlcE1vMXJqU2hqTXZ6bHoyOXdrbHl1S2s5Q3dTTnlQN1B0UFNaMERzT0E1aU9OYk5NdkpRVW9kVmFDV0ZyeXRZc1FfRkFQMUNSSzJEc0xIMGVxS295UGVsdTZ5NjdzRDlGTDBCOTBtdzZqTkhRYW1mNk9Qd01LMFpkTzBGOU9oMzNoOFBjWU5tOUtYQQ?oc=5,2025-11-04 13:06:26,Negative
Google News,"Stock Market Today: Dow, S&P 500 and Nasdaq score best day in more than a week as tech rebounds and investors weigh ADP jobs report - MarketWatch",https://news.google.com/rss/articles/CBMi2gNBVV95cUxPNUZ5aHcxMDU4ZU53MnVneTZuRHRhR0cyaWo4dk1aTUdXSVBKRWVUTmR4Nkl1MjcxS005dmhFYkYwbDgxd05wNDZiUWl5c19GR0QxUk1sU3N1NjR3R0c4eGVIR0JGTURqQXhXazdlWkxEY1FocVhING1qVDJ3enh0ekQ0UGhndTZzQnJHdy1jUkFWbklNeW5zWTU0RlE5OTlGN0ZUV2UydlZ2NFk5eWFmUm51Y29SN1NmTnJZckpDLVdxLVZwd0VRdzZ6OGVURWdSUjRxTGUxVW5XaGRuWVZGdHgxV2tLMWV1OUFwRW1tZ3Z6R0sxb1lJbk5MRG43YVdHenFUbDFsOXE1aDN0OGVMMDVFWE1yNTN6N2tMZzI0M1lDZzU3VFdXU1VkcGU5Um9PUlpQdzNhUkRXcjEzSnV2Q1JWdU00ZnoxQm5yMV9FYXdDX0tFcHBFeTZ0d3Y5Y2dRX09Sem9nakNTdlY5RUpZX0JyeFoxTXRVbWYxQ1UxRDZzNHlTdnZDSDVPci1oam5tSF8zYlBVazRxb0hBc2pubVp2NmxwZWNrMm9adVlkelp2S0NmS0tMaWhWamNFNHdLaWFaNWkyQWpGTTVkUjJyWGdQcU5QRWQ3VUE?oc=5,2025-11-05 22:06:00,Positive
Google News,"Earnings live: Airbnb stock jumps, Opendoor pitches turnaround plan, Duolingo stock nosedives - Yahoo Finance",https://news.google.com/rss/articles/CBMi2AFBVV95cUxONXh3QklZeklMWU9CSl9KUWk4VGtxSUFoOU9paGszMHQ3SVdnQ2hPeWFhWmhmdnRhc2w5dnQwbnRsSzQ0NW94Rk5kSnB5TXNWcnpIZW9QYzdCdUxwZXhVSzU5dE5wRzg1ajBEcXNudmJXNVVuTS1GdVZvZDBLQlNQU1VUbHNoOHdYelI1bU54TjBQNGtYZlZtcFB5ZkJKMklsZHZYUDZjNnpjc2hNRktZS1cxcHhfTzFsNW52MGM1dEhlV19wU1Q3cm5fcExzSUUzYjJaWEZoX0U?oc=5,2025-11-06 22:06:20,Neutral
Google News,"Stock market today: Dow, S&P 500, Nasdaq futures mixed after tech selloff, AMD slides after earnings - Yahoo Finance",https://news.google.com/rss/articles/CBMi3wFBVV95cUxPNF9tU21SVFI4ZlhMWjltTG9zR0Z3RHdfZEpzd1lzQVktN2Yzd3JPcEN1SE82Vkh0WEpwYmV2NzMzTFhia3hWY3dQOUVDR2dpUFJaN0lwTWJtRFdwWXNvM2l3eERIN0V3UG9SRE9LM0FnS2VQd1Uyc2NvWmVmSnhsb3A5MFpRZWMwMXZDWFFyMkpfaTBlVDlSX3pGOWxqQVIxVG96a3ZIYlNRTzhsaDFWZC1YSGxhUGFGZ1FfOEZCTmN3WlFBUEJEQndEcnNSaUF4T3Z3cXRZRl9XNUE1bFBJ?oc=5,2025-11-05 09:41:33,Neutral
Google News,Global stock markets fall sharply over AI bubble fears - The Guardian,https://news.google.com/rss/articles/CBMipgFBVV95cUxOSVFQYkdMZHdfazZUdm9HaUhZX0lUVGtuR08tdFQ1YzVEMlZERjVsaGVscHhwb3BRZU5hZUtPX29PSWNiLVBuQU5neUIyb0dIa2NVVWFmd19BX2ZQY3RCdGJTWkdqWGJobGI0bzlrb1psdFRGc0QwV2lIRTJkdF9yN2FTdEdlZGlqa28tWlRscUF0VDFibkhDekZRMG1DRW1hMTR6amhn?oc=5,2025-11-05 11:56:00,Negative
Google News,Trump may have to refund the tariffs. These stocks would benefit most - CNBC,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNaWNSdU9DREhjS1pMd0g5bDRxQTRvZUxpSHE2MENsdHpCZ3ozdUVCckhFQnppUEdXS195Y05zUTEyd1h1dnoxOC1TNGVQcHRrZUwtdm83LXFYVXdIWWZiMlo4LWFLMkRucXY1XzVsa0dzSjAyN3FtSXhXaVlKcmxleFZ3TDhtN0dheUJPUmhIMGFPM1d5cktkYlAtSmhJOEtLU2NsM3JMMUg?oc=5,2025-11-06 14:25:31,Positive
Google News,US stocks slide as tech jitters return - Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE5YSjA3a2hlN0xwY2NUX0hMejluRVN4V3hPR2xCNDAzaGdiWFRLS2Nsd1Nkd1hOV1ItR2ZKQ202eV94bFpsNWpfVk0yd0t1WDlOSlZkYmRnZDVLS1h2czY4M3ZYMEFoY3dvRVNSMHp4NEs?oc=5,2025-11-06 16:29:58,Neutral
